# #pres-data,#real-data
63.26,0.00
58.85,0.00
52.60,139.78
52.73,232.96
55.01,0.00
55.97,0.00
54.07,139.78
52.64,201.90
53.89,0.00
42.05,124.24
55.96,0.00
55.48,0.00
54.21,0.00
51.01,0.00
44.25,0.00
25.32,0.00
32.85,0.00
15.47,0.00
6.61,0.00
7.47,0.00
24.78,0.00
8.29,0.00
15.58,0.00
9.96,0.00
12.37,0.00
15.54,0.00
17.04,0.00
16.55,108.71
17.61,0.00
16.99,0.00
15.04,0.00
13.59,0.00
12.91,0.00
13.52,0.00
8.60,0.00
4.86,0.00
2.42,0.00
1.11,0.00
0.99,0.00
0.94,0.00
0.90,0.00
0.87,0.00
0.86,0.00
0.84,0.00
0.81,0.00
1.06,0.00
1.38,0.00
1.95,0.00
1.90,0.00
1.91,0.00
1.89,0.00
1.88,0.00
1.88,0.00
1.87,124.24
1.88,0.00
1.87,0.00
1.82,0.00
1.58,0.00
1.85,0.00
2.15,0.00
2.16,0.00
2.18,0.00
2.06,0.00
1.92,0.00
1.85,0.00
1.84,0.00
1.90,0.00
1.89,0.00
1.82,0.00
1.55,0.00
1.85,0.00
2.16,0.00
2.09,0.00
2.07,0.00
2.03,0.00
1.99,77.65
1.98,0.00
1.96,0.00
1.97,0.00
1.95,0.00
1.89,0.00
1.81,0.00
2.02,0.00
2.37,0.00
2.22,0.00
2.13,0.00
2.05,0.00
1.99,0.00
2.01,108.71
2.04,0.00
2.03,0.00
2.00,0.00
1.95,0.00
1.93,0.00
2.18,0.00
2.45,0.00
2.14,0.00
2.03,0.00
1.97,0.00
1.96,0.00
1.97,0.00
2.02,0.00
2.01,0.00
1.99,0.00
1.95,0.00
1.97,0.00
2.23,0.00
2.40,0.00
2.28,0.00
2.20,0.00
2.13,0.00
2.08,0.00
2.06,0.00
2.04,0.00
2.03,0.00
2.02,0.00
2.03,0.00
2.13,0.00
2.51,0.00
2.32,0.00
2.15,0.00
2.11,0.00
2.08,0.00
2.06,0.00
2.05,0.00
2.05,0.00
2.05,0.00
2.07,0.00
2.16,0.00
2.54,0.00
3.26,0.00
3.20,0.00
2.50,0.00
2.18,0.00
1.97,0.00
1.96,0.00
2.01,0.00
2.04,0.00
2.10,0.00
2.20,0.00
2.75,0.00
7.78,0.00
30.54,0.00
30.16,0.00
27.37,0.00
22.76,0.00
16.87,0.00
12.12,77.65
9.58,93.18
9.22,0.00
12.01,0.00
22.19,170.84
27.45,0.00
32.30,139.78
35.02,0.00
36.26,0.00
34.10,0.00
30.49,139.78
28.91,0.00
33.51,0.00
40.91,0.00
44.46,0.00
34.10,0.00
17.57,0.00
20.94,0.00
12.66,77.65
13.19,0.00
17.07,0.00
22.77,0.00
26.12,93.18
18.36,93.18
19.13,62.12
20.34,0.00
20.89,0.00
19.07,0.00
14.81,0.00
11.66,0.00
10.89,0.00
11.64,0.00
17.58,0.00
29.08,0.00
30.24,0.00
18.55,0.00
14.22,0.00
14.07,0.00
13.21,0.00
11.94,0.00
10.47,0.00
9.65,0.00
10.95,0.00
13.25,0.00
14.83,0.00
15.12,108.71
15.39,0.00
15.58,0.00
15.38,0.00
14.80,0.00
13.91,0.00
12.57,0.00
10.59,0.00
8.04,0.00
8.91,0.00
16.35,93.18
25.09,0.00
27.80,0.00
16.84,0.00
16.39,0.00
15.95,0.00
15.20,0.00
13.46,0.00
9.71,0.00
5.67,0.00
6.90,93.18
10.27,0.00
15.35,0.00
15.40,0.00
11.53,0.00
11.24,0.00
11.06,0.00
9.65,0.00
7.13,0.00
5.48,0.00
5.79,0.00
7.48,0.00
9.57,0.00
14.39,0.00
11.46,0.00
8.49,0.00
6.39,0.00
5.41,0.00
6.40,0.00
8.88,0.00
11.57,77.65
16.46,0.00
25.04,0.00
33.37,0.00
40.38,93.18
45.82,0.00
44.89,0.00
27.25,0.00
31.86,108.71
37.28,108.71
41.75,0.00
42.38,0.00
37.85,77.65
46.82,0.00
50.58,279.55
54.27,0.00
57.67,0.00
58.67,0.00
61.77,124.24
40.99,0.00
52.09,46.59
60.74,93.18
63.08,108.71
62.23,0.00
59.05,46.59
62.00,0.00
43.51,124.24
52.92,0.00
57.30,93.18
61.33,108.71
64.46,0.00
60.68,93.18
64.66,0.00
67.26,108.71
68.20,0.00
68.20,0.00
67.03,108.71
66.08,77.65
65.59,0.00
62.64,186.37
63.99,0.00
63.43,0.00
63.70,93.18
64.21,310.61
67.88,0.00
67.12,310.61
65.38,77.65
64.94,124.24
64.17,93.18
63.22,0.00
64.38,0.00
66.40,0.00
68.89,248.49
68.15,341.67
62.54,232.96
59.19,0.00
63.20,0.00
64.05,217.43
62.63,124.24
61.94,0.00
62.17,124.24
61.71,77.65
71.39,201.90
69.80,0.00
64.45,0.00
62.78,0.00
44.68,0.00
39.57,0.00
34.18,0.00
25.26,93.18
14.66,0.00
19.46,124.24
27.44,0.00
28.58,0.00
18.41,93.18
56.31,0.00
57.91,0.00
44.92,0.00
11.40,0.00
4.61,0.00
3.26,139.78
5.49,0.00
12.50,0.00
8.89,0.00
5.68,0.00
2.34,0.00
1.67,0.00
29.26,0.00
42.97,0.00
27.45,0.00
2.37,0.00
1.68,0.00
1.22,0.00
1.10,0.00
1.03,0.00
0.97,0.00
0.92,0.00
0.90,0.00
0.98,0.00
1.62,0.00
0.97,0.00
0.93,0.00
0.99,0.00
1.09,0.00
1.08,0.00
1.06,0.00
1.03,0.00
0.97,0.00
0.92,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.89,0.00
0.91,0.00
1.06,0.00
1.11,0.00
1.09,0.00
1.07,0.00
1.02,0.00
0.95,0.00
0.92,0.00
0.90,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.93,0.00
1.11,0.00
1.11,0.00
1.09,0.00
1.05,0.00
0.98,0.00
0.94,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.96,0.00
1.13,0.00
1.09,0.00
1.07,0.00
1.02,0.00
0.96,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.92,0.00
0.91,0.00
1.04,0.00
1.11,0.00
1.06,0.00
1.02,0.00
0.97,0.00
0.94,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.92,0.00
0.92,0.00
0.92,0.00
1.17,0.00
1.05,0.00
1.00,0.00
0.96,0.00
0.94,0.00
0.93,108.71
0.93,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.92,0.00
1.06,0.00
0.98,77.65
0.88,0.00
0.88,0.00
0.85,0.00
0.87,0.00
0.92,77.65
0.91,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.93,0.00
12.11,0.00
0.92,0.00
0.93,0.00
1.05,0.00
0.88,0.00
0.82,0.00
0.89,0.00
0.87,0.00
0.90,0.00
0.94,0.00
0.96,0.00
1.11,0.00
104.77,0.00
95.97,0.00
130.87,217.43
161.92,186.37
183.36,372.73
190.02,264.02
189.41,186.37
182.84,232.96
180.43,0.00
181.70,341.67
180.31,155.31
184.62,77.65
181.66,186.37
13.05,481.45
10.37,0.00
23.96,0.00
8.83,77.65
3.55,0.00
3.79,0.00
7.76,0.00
6.45,0.00
9.45,108.71
13.03,0.00
11.57,0.00
10.69,0.00
6.49,0.00
5.34,0.00
5.48,0.00
6.44,0.00
6.69,0.00
6.51,0.00
6.94,0.00
7.27,0.00
7.01,0.00
7.97,0.00
7.47,0.00
6.59,0.00
6.06,108.71
6.48,0.00
7.17,0.00
6.86,0.00
6.24,0.00
6.33,0.00
6.58,0.00
6.85,0.00
7.51,0.00
8.15,0.00
8.06,0.00
7.14,0.00
6.39,0.00
6.98,0.00
11.03,0.00
9.78,108.71
9.58,0.00
10.18,0.00
10.47,0.00
10.34,0.00
9.68,0.00
8.79,0.00
8.70,0.00
9.74,0.00
15.77,0.00
39.84,93.18
59.02,232.96
58.07,170.84
51.55,93.18
49.18,93.18
49.39,108.71
52.49,217.43
58.57,93.18
67.75,0.00
72.90,108.71
60.03,77.65
5.42,0.00
5.62,0.00
4.03,0.00
3.48,0.00
3.23,0.00
2.85,0.00
4.99,0.00
10.33,0.00
6.85,0.00
6.83,0.00
6.83,0.00
6.05,0.00
5.75,0.00
5.29,0.00
4.87,0.00
5.31,0.00
5.88,0.00
6.34,0.00
6.60,0.00
6.65,0.00
6.58,0.00
6.34,0.00
5.96,0.00
5.62,0.00
5.32,0.00
4.94,0.00
4.49,0.00
4.91,0.00
5.45,0.00
5.86,0.00
6.00,0.00
5.97,0.00
5.82,0.00
5.65,0.00
5.46,0.00
5.28,0.00
5.04,0.00
4.63,0.00
4.12,0.00
4.52,0.00
5.07,0.00
5.49,0.00
5.65,93.18
6.18,0.00
6.37,0.00
6.15,0.00
5.87,0.00
5.59,0.00
5.14,0.00
4.44,0.00
3.69,0.00
3.77,0.00
4.19,0.00
4.70,0.00
5.04,0.00
5.44,0.00
5.37,0.00
5.32,0.00
5.38,0.00
5.54,0.00
5.56,0.00
5.40,0.00
5.19,0.00
4.69,0.00
4.99,0.00
5.57,186.37
7.49,0.00
8.82,0.00
9.18,0.00
9.73,0.00
10.86,0.00
12.84,0.00
15.23,77.65
17.49,0.00
18.14,0.00
11.95,0.00
5.57,0.00
4.90,0.00
18.54,0.00
18.40,0.00
18.50,0.00
19.01,0.00
19.87,0.00
21.24,124.24
23.33,0.00
23.40,0.00
21.53,0.00
21.18,0.00
21.41,0.00
22.11,0.00
22.71,62.12
23.05,108.71
23.09,0.00
22.91,0.00
23.18,93.18
23.67,0.00
20.40,108.71
18.15,0.00
19.07,0.00
19.44,0.00
20.92,0.00
22.34,0.00
23.07,0.00
22.95,0.00
19.90,0.00
20.41,77.65
18.27,93.18
14.52,0.00
11.63,0.00
8.15,0.00
7.29,0.00
3.77,0.00
1.49,0.00
1.05,0.00
1.03,0.00
1.12,0.00
1.86,0.00
1.26,0.00
0.95,0.00
0.92,0.00
0.93,0.00
0.95,0.00
1.00,0.00
0.99,0.00
0.98,0.00
0.96,0.00
0.93,0.00
0.90,0.00
0.89,0.00
0.88,0.00
0.88,0.00
0.87,0.00
0.88,0.00
0.95,0.00
1.03,0.00
1.01,0.00
1.00,0.00
0.96,0.00
0.93,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.88,0.00
0.89,0.00
1.01,0.00
1.04,0.00
1.02,0.00
0.99,0.00
0.95,0.00
0.92,0.00
0.91,0.00
0.90,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.90,0.00
1.05,0.00
1.05,0.00
1.02,0.00
0.98,0.00
0.94,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.94,0.00
1.09,0.00
1.03,0.00
0.99,0.00
0.95,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.91,0.00
1.07,0.00
1.05,0.00
0.99,0.00
0.95,0.00
0.94,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.92,0.00
0.92,0.00
1.10,0.00
0.94,0.00
0.90,0.00
0.92,0.00
0.93,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.92,0.00
0.92,0.00
0.93,0.00
1.10,0.00
0.94,0.00
0.84,0.00
0.82,0.00
0.80,0.00
0.81,0.00
0.85,0.00
0.87,0.00
0.90,0.00
0.93,0.00
0.94,0.00
1.04,0.00
125.26,0.00
115.08,0.00
134.48,201.90
163.12,93.18
184.50,0.00
200.01,124.24
211.10,217.43
203.05,62.12
200.88,186.37
181.39,419.33
183.79,326.14
188.63,310.61
186.75,0.00
4.94,201.90
7.71,0.00
47.41,0.00
34.52,0.00
2.29,0.00
2.20,0.00
4.21,0.00
5.11,0.00
5.54,0.00
6.06,0.00
5.61,0.00
5.96,0.00
5.15,0.00
5.57,0.00
5.47,0.00
5.99,0.00
6.24,0.00
6.47,0.00
7.11,0.00
7.64,0.00
7.87,0.00
7.88,0.00
7.28,0.00
6.40,93.18
6.45,0.00
7.04,0.00
6.16,62.12
6.18,0.00
6.21,0.00
6.03,0.00
6.29,0.00
6.78,0.00
7.28,0.00
8.12,0.00
8.27,0.00
6.80,0.00
6.37,0.00
6.80,0.00
9.75,0.00
9.18,0.00
7.91,124.24
8.74,0.00
9.67,0.00
9.38,0.00
8.77,0.00
8.15,0.00
8.12,0.00
9.37,0.00
17.90,0.00
42.07,0.00
55.82,0.00
53.99,93.18
50.66,0.00
43.66,0.00
39.58,201.90
39.79,0.00
39.97,170.84
41.15,108.71
49.65,0.00
56.30,186.37
48.29,170.84
14.65,0.00
13.69,0.00
11.41,0.00
11.69,0.00
3.74,0.00
2.30,0.00
2.69,0.00
4.79,62.12
4.19,0.00
4.38,0.00
11.17,0.00
5.16,0.00
4.98,0.00
4.55,0.00
4.93,0.00
5.44,0.00
5.80,0.00
5.84,93.18
6.22,0.00
6.18,0.00
5.91,0.00
5.36,0.00
5.01,0.00
4.78,0.00
4.40,0.00
3.91,0.00
4.29,0.00
4.80,0.00
5.17,0.00
5.23,0.00
5.13,0.00
4.83,0.00
4.55,0.00
4.37,0.00
4.38,0.00
4.43,0.00
4.27,0.00
3.93,0.00
4.31,0.00
4.76,0.00
5.03,0.00
5.03,0.00
4.84,0.00
4.57,0.00
4.34,0.00
4.23,46.59
4.67,0.00
4.90,0.00
4.53,0.00
3.84,0.00
4.02,0.00
4.41,0.00
4.72,0.00
4.81,0.00
4.69,0.00
4.46,0.00
4.30,0.00
4.38,0.00
4.94,0.00
5.41,0.00
5.40,0.00
4.68,0.00
4.54,124.24
6.15,0.00
7.48,0.00
7.68,93.18
8.30,0.00
9.21,0.00
10.69,0.00
12.55,0.00
13.83,0.00
13.28,0.00
11.63,0.00
7.30,0.00
3.91,0.00
16.51,77.65
14.98,0.00
15.36,0.00
19.06,77.65
18.93,0.00
19.35,108.71
20.11,0.00
21.24,0.00
22.30,0.00
22.95,0.00
23.09,0.00
23.11,0.00
22.02,0.00
22.41,0.00
22.10,0.00
21.88,0.00
23.07,93.18
23.75,0.00
22.91,0.00
21.85,0.00
19.86,62.12
16.58,0.00
16.15,0.00
15.59,93.18
18.11,0.00
19.33,0.00
19.78,0.00
20.73,0.00
20.55,0.00
18.62,0.00
18.23,93.18
16.49,93.18
14.85,0.00
11.91,0.00
12.00,77.65
8.16,0.00
1.73,0.00
1.08,0.00
1.05,0.00
1.33,0.00
4.33,0.00
13.63,0.00
1.94,0.00
0.96,0.00
0.93,0.00
0.94,0.00
0.96,0.00
0.93,0.00
0.93,0.00
0.92,0.00
0.90,0.00
0.89,0.00
0.88,0.00
0.87,0.00
0.87,0.00
0.87,0.00
0.86,0.00
0.89,0.00
0.95,0.00
0.94,0.00
0.94,0.00
0.93,0.00
0.91,0.00
0.89,0.00
0.89,0.00
0.88,0.00
0.88,0.00
0.87,0.00
0.86,0.00
0.91,0.00
0.97,0.00
0.96,0.00
0.94,0.00
0.93,0.00
0.91,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.88,0.00
0.87,0.00
0.95,0.00
0.99,0.00
0.96,0.00
0.95,0.00
0.93,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.89,0.00
1.01,0.00
0.99,0.00
0.96,0.00
0.94,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.95,0.00
1.04,0.00
0.97,0.00
0.94,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.90,0.00
1.11,0.00
0.96,0.00
0.92,0.00
0.93,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.92,0.00
0.98,0.00
0.95,0.00
0.82,0.00
0.80,0.00
0.80,0.00
0.83,0.00
0.86,0.00
0.87,0.00
0.89,108.71
0.93,0.00
0.94,0.00
1.29,0.00
152.94,0.00
173.60,0.00
153.93,124.24
158.30,77.65
183.13,155.31
196.23,77.65
209.08,248.49
201.23,108.71
199.69,217.43
174.32,139.78
183.49,186.37
186.26,62.12
164.10,186.37
5.15,372.73
21.72,0.00
71.27,62.12
22.99,0.00
3.04,0.00
2.06,0.00
5.36,0.00
8.42,0.00
11.40,0.00
13.96,0.00
9.49,0.00
10.66,0.00
7.86,0.00
5.47,0.00
5.57,0.00
6.06,0.00
6.19,0.00
6.30,124.24
7.72,0.00
9.32,0.00
8.95,0.00
7.70,0.00
6.68,0.00
6.27,0.00
6.75,0.00
6.86,0.00
5.54,0.00
5.53,0.00
5.26,0.00
5.69,0.00
6.55,0.00
7.16,108.71
8.32,0.00
9.65,0.00
8.80,0.00
6.75,0.00
6.61,0.00
7.51,0.00
9.87,0.00
8.76,0.00
6.89,0.00
6.21,0.00
5.73,0.00
6.43,0.00
6.13,0.00
7.20,0.00
7.88,0.00
9.55,0.00
19.76,0.00
37.76,62.12
52.83,108.71
53.36,93.18
51.47,232.96
50.39,93.18
51.85,0.00
54.56,0.00
58.89,186.37
61.60,0.00
62.65,0.00
43.95,0.00
4.29,326.14
5.57,0.00
7.16,0.00
6.64,0.00
3.70,0.00
10.07,77.65
20.68,0.00
5.12,0.00
3.08,0.00
18.48,0.00
4.22,0.00
3.21,0.00
4.24,124.24
5.42,0.00
5.67,0.00
5.80,0.00
5.80,0.00
5.71,0.00
5.43,0.00
4.66,0.00
3.40,0.00
2.55,0.00
2.48,0.00
2.97,0.00
3.70,0.00
4.11,0.00
3.97,0.00
4.34,0.00
4.69,0.00
4.80,0.00
4.65,0.00
4.32,0.00
3.91,0.00
3.58,0.00
3.41,0.00
3.50,0.00
3.78,0.00
3.88,0.00
3.66,0.00
4.03,0.00
4.39,0.00
4.54,0.00
4.42,0.00
4.14,0.00
3.81,0.00
3.54,0.00
3.40,0.00
3.52,0.00
3.84,0.00
3.86,124.24
4.47,0.00
5.51,0.00
5.51,0.00
5.23,0.00
4.89,0.00
4.60,0.00
4.40,0.00
4.31,0.00
4.63,0.00
4.99,0.00
5.11,0.00
4.20,0.00
4.59,0.00
4.71,0.00
5.15,0.00
5.55,0.00
5.69,108.71
6.62,0.00
7.98,0.00
10.73,0.00
14.22,0.00
16.95,0.00
18.50,77.65
19.96,0.00
20.15,124.24
20.23,108.71
19.24,0.00
17.85,0.00
17.43,0.00
19.22,0.00
19.53,0.00
21.43,0.00
23.32,0.00
11.79,62.12
15.83,0.00
17.94,0.00
12.13,0.00
23.14,0.00
22.35,0.00
22.70,0.00
22.86,0.00
22.72,0.00
22.56,0.00
22.49,0.00
22.75,0.00
23.35,0.00
21.60,0.00
16.60,46.59
15.73,0.00
16.04,0.00
15.87,0.00
16.23,0.00
17.17,108.71
19.52,0.00
19.40,0.00
18.53,0.00
18.27,62.12
17.61,0.00
13.81,93.18
11.68,0.00
10.36,0.00
5.41,0.00
1.81,0.00
1.06,0.00
1.01,0.00
0.98,0.00
1.18,0.00
1.69,0.00
0.86,0.00
0.83,0.00
0.88,0.00
0.88,0.00
0.89,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.88,0.00
0.88,0.00
0.87,0.00
0.87,0.00
0.86,0.00
0.85,0.00
0.86,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.88,0.00
0.88,0.00
0.88,0.00
0.87,0.00
0.86,0.00
0.87,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.89,0.00
0.88,0.00
0.87,0.00
0.86,0.00
0.90,0.00
0.95,0.00
0.94,0.00
0.93,0.00
0.92,0.00
0.91,0.00
0.90,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.88,0.00
0.87,0.00
0.93,0.00
0.96,0.00
0.95,0.00
0.93,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.99,0.00
0.96,0.00
0.94,0.00
0.93,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.90,0.00
0.89,0.00
1.03,0.00
0.99,0.00
0.94,0.00
0.94,0.00
0.93,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.91,0.00
0.92,0.00
0.95,62.12
0.81,0.00
0.80,0.00
0.80,0.00
0.81,0.00
0.83,0.00
0.84,0.00
0.87,0.00
0.91,0.00
0.92,0.00
0.99,0.00
149.75,0.00
124.91,0.00
125.93,201.90
160.48,124.24
186.99,341.67
191.33,201.90
192.26,450.39
181.06,155.31
178.50,0.00
178.76,93.18
178.67,341.67
182.63,201.90
183.79,77.65
9.12,0.00
7.76,0.00
2.39,0.00
1.63,0.00
1.24,0.00
1.17,0.00
4.31,0.00
6.89,0.00
6.14,0.00
11.26,0.00
4.98,0.00
4.63,0.00
5.33,0.00
5.42,0.00
5.61,0.00
6.08,0.00
6.07,0.00
5.91,0.00
6.27,0.00
6.66,0.00
6.82,0.00
6.70,0.00
5.90,0.00
5.39,0.00
5.39,0.00
5.31,0.00
5.10,0.00
5.26,0.00
5.01,0.00
5.30,0.00
6.06,0.00
6.55,0.00
7.02,0.00
7.15,0.00
6.51,0.00
5.95,0.00
5.68,0.00
6.36,0.00
7.17,0.00
5.54,0.00
4.56,0.00
4.57,0.00
4.65,0.00
4.43,0.00
4.25,0.00
6.04,0.00
7.03,0.00
9.90,0.00
25.45,0.00
39.68,0.00
48.11,0.00
47.28,0.00
45.22,201.90
46.73,0.00
48.70,77.65
49.33,0.00
49.56,0.00
48.11,0.00
54.01,0.00
59.26,108.71
8.86,232.96
10.53,0.00
17.88,0.00
24.74,0.00
32.69,0.00
29.35,0.00
27.30,0.00
32.89,0.00
21.42,0.00
6.97,0.00
3.12,0.00
9.71,0.00
7.20,0.00
4.15,0.00
4.09,0.00
4.48,0.00
4.76,0.00
4.76,0.00
4.44,0.00
3.93,0.00
3.47,0.00
3.18,0.00
3.13,0.00
3.25,0.00
3.53,0.00
3.77,108.71
4.54,0.00
5.52,0.00
5.45,0.00
5.01,0.00
4.46,0.00
3.88,0.00
3.25,0.00
2.70,0.00
3.09,0.00
3.88,0.00
4.05,0.00
2.99,0.00
3.30,0.00
3.69,0.00
4.03,0.00
4.13,0.00
3.97,0.00
3.71,0.00
3.47,0.00
3.28,0.00
3.11,0.00
3.06,0.00
3.43,0.00
3.62,0.00
3.13,0.00
3.49,0.00
3.85,0.00
3.99,0.00
3.89,0.00
3.68,0.00
3.48,0.00
3.36,0.00
3.57,0.00
4.85,0.00
7.89,0.00
9.70,0.00
5.33,0.00
6.01,0.00
7.19,0.00
7.74,0.00
7.75,0.00
7.84,108.71
9.37,0.00
11.61,0.00
13.94,0.00
16.64,0.00
19.03,0.00
20.34,0.00
20.59,0.00
20.69,0.00
20.22,0.00
19.47,0.00
18.51,0.00
17.81,0.00
18.14,0.00
17.87,0.00
18.21,0.00
19.32,0.00
21.02,0.00
23.16,0.00
23.11,0.00
23.26,0.00
23.31,0.00
23.13,0.00
22.66,0.00
22.00,77.65
21.68,0.00
21.14,0.00
20.74,0.00
21.26,0.00
22.35,0.00
20.38,0.00
17.27,0.00
18.11,108.71
22.95,0.00
