# #pres-data,#real-data
7.18,0.00
9.09,0.00
8.13,0.00
6.56,0.00
7.32,0.00
10.86,0.00
6.58,0.00
2.09,0.00
1.96,0.00
2.72,0.00
3.50,0.00
4.02,0.00
5.83,0.00
8.03,0.00
7.59,0.00
5.22,0.00
15.07,0.00
14.22,0.00
8.74,0.00
2.96,0.00
2.61,0.00
3.24,0.00
3.73,0.00
3.97,93.18
5.90,0.00
8.04,0.00
8.31,0.00
11.31,0.00
26.39,0.00
12.90,0.00
6.11,0.00
3.64,0.00
2.90,0.00
3.25,0.00
4.20,0.00
11.35,0.00
6.59,0.00
9.30,0.00
9.83,0.00
21.06,0.00
28.01,0.00
13.97,0.00
6.10,0.00
6.65,0.00
5.24,0.00
6.38,0.00
8.50,186.37
9.69,0.00
10.25,0.00
12.47,0.00
19.15,0.00
37.41,0.00
14.55,0.00
9.00,77.65
8.24,0.00
11.43,0.00
16.86,0.00
8.35,0.00
0.53,0.00
20.61,0.00
21.19,0.00
26.92,0.00
35.27,0.00
18.52,0.00
13.81,124.24
4.22,0.00
8.58,0.00
26.59,0.00
31.08,0.00
34.53,0.00
32.05,0.00
33.73,62.12
29.29,108.71
23.91,0.00
18.83,0.00
17.53,93.18
10.13,0.00
11.56,108.71
12.85,0.00
45.54,0.00
14.98,0.00
3.06,0.00
27.84,0.00
21.64,0.00
21.99,0.00
30.66,0.00
23.89,77.65
13.78,93.18
30.86,0.00
0.63,0.00
1.05,0.00
18.42,0.00
6.25,0.00
0.50,0.00
0.08,0.00
0.09,0.00
0.13,0.00
0.39,0.00
0.25,0.00
0.22,0.00
0.56,0.00
2.12,0.00
4.90,0.00
3.77,0.00
0.12,0.00
0.14,0.00
0.19,0.00
0.25,0.00
0.30,0.00
0.34,0.00
0.36,0.00
0.40,0.00
0.35,0.00
0.25,0.00
0.38,0.00
3.86,0.00
0.12,0.00
0.14,0.00
0.20,0.00
0.26,0.00
0.32,0.00
0.35,0.00
0.38,0.00
0.42,0.00
0.37,0.00
0.24,0.00
1.99,0.00
3.80,0.00
0.12,0.00
0.14,0.00
0.22,0.00
0.27,0.00
0.31,0.00
0.36,0.00
0.40,0.00
0.39,0.00
0.39,0.00
0.21,0.00
3.45,0.00
3.46,0.00
0.11,0.00
0.15,0.00
0.25,0.00
0.29,0.00
0.32,0.00
0.35,0.00
0.43,0.00
0.41,0.00
0.36,0.00
0.19,0.00
0.34,0.00
0.24,0.00
0.11,0.00
0.18,0.00
0.33,0.00
0.38,0.00
0.40,0.00
0.40,0.00
0.40,0.00
0.48,0.00
0.32,0.00
0.15,0.00
0.27,0.00
0.10,0.00
0.14,0.00
0.30,0.00
0.52,0.00
0.56,0.00
0.56,0.00
0.58,0.00
0.74,0.00
0.47,0.00
0.32,0.00
0.23,0.00
0.41,0.00
0.11,0.00
0.17,0.00
0.35,0.00
0.74,0.00
0.89,0.00
0.81,0.00
0.81,0.00
0.90,0.00
0.88,0.00
0.40,0.00
0.29,0.00
0.20,0.00
0.62,0.00
0.18,0.00
0.19,0.00
0.33,0.00
0.42,0.00
0.42,0.00
0.36,0.00
0.42,0.00
0.29,0.00
75.76,0.00
24.05,0.00
105.23,201.90
253.96,93.18
232.94,0.00
199.83,124.24
206.94,217.43
182.99,62.12
197.47,186.37
186.19,419.33
172.29,326.14
169.55,310.61
185.97,0.00
15.72,201.90
5.09,0.00
32.81,0.00
30.50,0.00
0.16,0.00
0.10,0.00
0.07,0.00
0.07,0.00
0.07,0.00
0.08,0.00
0.32,0.00
0.09,0.00
0.12,0.00
5.11,0.00
3.20,0.00
1.37,0.00
9.47,0.00
4.29,0.00
0.70,0.00
3.16,0.00
6.67,0.00
7.74,0.00
3.32,0.00
1.71,93.18
3.36,0.00
9.62,0.00
7.27,62.12
2.79,0.00
1.75,0.00
0.61,0.00
0.51,0.00
0.79,0.00
0.43,0.00
0.27,0.00
0.08,0.00
4.25,0.00
2.30,0.00
4.53,0.00
11.11,0.00
23.85,0.00
10.83,124.24
5.24,0.00
2.78,0.00
5.43,0.00
8.72,0.00
2.73,0.00
20.90,0.00
36.72,0.00
37.35,0.00
73.65,0.00
98.59,0.00
103.87,93.18
67.85,0.00
44.51,0.00
25.27,201.90
16.60,0.00
26.19,170.84
62.49,108.71
82.90,0.00
30.44,186.37
1.59,170.84
8.24,0.00
18.14,0.00
8.78,0.00
12.04,0.00
0.21,0.00
0.14,0.00
0.09,0.00
0.10,62.12
0.16,0.00
0.44,0.00
0.21,0.00
0.19,0.00
4.33,0.00
1.84,0.00
1.85,0.00
2.61,0.00
3.07,0.00
3.33,93.18
6.53,0.00
11.26,0.00
5.49,0.00
1.75,0.00
0.91,0.00
2.40,0.00
5.60,0.00
2.59,0.00
2.23,0.00
2.44,0.00
2.78,0.00
19.45,0.00
3.68,0.00
4.83,0.00
4.07,0.00
1.01,0.00
1.17,0.00
5.83,0.00
7.15,0.00
3.14,0.00
2.61,0.00
2.90,0.00
3.03,0.00
2.86,0.00
2.94,0.00
3.58,0.00
3.26,0.00
0.71,46.59
2.77,0.00
11.06,0.00
7.54,0.00
4.19,0.00
3.70,0.00
4.01,0.00
3.59,0.00
3.00,0.00
2.55,0.00
2.48,0.00
1.14,0.00
2.00,0.00
7.79,0.00
12.59,0.00
5.52,0.00
5.07,0.00
5.03,124.24
6.46,0.00
6.76,0.00
5.70,93.18
6.53,0.00
9.89,0.00
17.33,0.00
28.15,0.00
5.63,0.00
3.81,0.00
2.69,0.00
18.19,0.00
0.19,0.00
23.05,77.65
23.35,0.00
29.52,0.00
18.98,77.65
19.70,0.00
21.60,108.71
25.61,0.00
20.60,0.00
7.29,0.00
5.97,0.00
15.46,0.00
23.69,0.00
31.74,0.00
31.13,0.00
23.53,0.00
31.99,0.00
24.02,93.18
17.45,0.00
27.98,0.00
26.56,0.00
21.30,62.12
23.63,0.00
32.40,0.00
17.82,93.18
4.86,0.00
13.53,0.00
28.25,0.00
29.75,0.00
27.91,0.00
29.37,0.00
13.42,93.18
5.81,93.18
0.44,0.00
0.29,0.00
7.77,77.65
0.17,0.00
0.19,0.00
0.14,0.00
0.13,0.00
0.17,0.00
0.27,0.00
0.18,0.00
1.50,0.00
37.80,0.00
1.71,0.00
1.80,0.00
0.07,0.00
2.26,0.00
0.14,0.00
0.19,0.00
0.27,0.00
0.34,0.00
0.39,0.00
0.42,0.00
0.42,0.00
0.37,0.00
0.30,0.00
0.58,0.00
3.59,0.00
1.48,0.00
0.14,0.00
0.20,0.00
0.28,0.00
0.36,0.00
0.41,0.00
0.43,0.00
0.45,0.00
0.37,0.00
0.29,0.00
2.09,0.00
3.54,0.00
0.16,0.00
0.15,0.00
0.20,0.00
0.29,0.00
0.38,0.00
0.41,0.00
0.43,0.00
0.45,0.00
0.39,0.00
0.26,0.00
3.46,0.00
3.38,0.00
0.13,0.00
0.15,0.00
0.23,0.00
0.28,0.00
0.34,0.00
0.39,0.00
0.44,0.00
0.40,0.00
0.38,0.00
0.21,0.00
3.44,0.00
1.90,0.00
0.12,0.00
0.15,0.00
0.26,0.00
0.32,0.00
0.36,0.00
0.35,0.00
0.42,0.00
0.39,0.00
0.28,0.00
0.19,0.00
0.31,0.00
0.11,0.00
0.11,0.00
0.20,0.00
0.41,0.00
0.47,0.00
0.47,0.00
0.48,0.00
0.55,0.00
0.35,0.00
0.19,0.00
0.16,0.00
0.37,0.00
0.11,0.00
0.18,0.00
0.31,0.00
0.67,0.00
0.79,0.00
0.72,0.00
0.76,0.00
0.85,0.00
0.64,0.00
0.24,0.00
0.37,0.00
0.25,0.00
0.37,0.00
0.15,0.00
0.20,0.00
0.37,0.00
0.42,0.00
0.43,108.71
0.34,0.00
0.38,0.00
2.50,0.00
153.17,0.00
120.82,0.00
219.57,124.24
194.87,77.65
111.03,155.31
120.40,77.65
109.10,248.49
128.67,108.71
148.00,217.43
155.43,139.78
190.54,186.37
191.73,62.12
176.87,186.37
0.80,372.73
3.16,0.00
90.28,62.12
97.67,0.00
0.13,0.00
0.11,0.00
0.07,0.00
0.08,0.00
0.07,0.00
1.42,0.00
59.24,0.00
0.99,0.00
0.81,0.00
1.34,0.00
1.06,0.00
1.18,0.00
11.69,0.00
2.94,124.24
1.08,0.00
43.10,0.00
23.13,0.00
12.65,0.00
3.72,0.00
0.48,0.00
30.88,0.00
13.94,0.00
0.86,0.00
0.41,0.00
54.67,0.00
38.89,0.00
0.63,0.00
2.71,108.71
14.92,0.00
15.21,0.00
30.05,0.00
1.19,0.00
0.33,0.00
0.29,0.00
9.73,0.00
1.71,0.00
6.78,0.00
4.74,0.00
4.86,0.00
9.68,0.00
6.70,0.00
2.83,0.00
5.94,0.00
7.20,0.00
10.84,0.00
68.12,62.12
81.45,108.71
61.81,93.18
46.64,232.96
43.51,93.18
38.28,0.00
33.75,0.00
41.76,186.37
70.72,0.00
90.31,0.00
5.27,0.00
0.58,326.14
0.43,0.00
7.25,0.00
0.24,0.00
0.17,0.00
33.75,77.65
6.59,0.00
0.17,0.00
0.11,0.00
0.12,0.00
0.12,0.00
0.09,0.00
0.10,124.24
3.31,0.00
3.93,0.00
3.74,0.00
2.99,0.00
4.06,0.00
2.11,0.00
1.63,0.00
0.41,0.00
0.08,0.00
0.10,0.00
0.44,0.00
0.13,0.00
1.72,0.00
2.30,0.00
1.96,0.00
2.35,0.00
2.80,0.00
2.58,0.00
1.20,0.00
0.32,0.00
0.20,0.00
0.18,0.00
0.29,0.00
0.29,0.00
1.31,0.00
2.60,0.00
2.19,0.00
2.32,0.00
2.35,0.00
1.81,0.00
0.36,0.00
0.17,0.00
0.16,0.00
0.16,0.00
0.25,0.00
0.45,0.00
1.47,124.24
3.56,0.00
5.35,0.00
4.35,0.00
2.64,0.00
1.18,0.00
0.45,0.00
0.57,0.00
0.19,0.00
0.17,0.00
0.23,0.00
0.30,0.00
0.28,0.00
3.55,0.00
4.26,0.00
4.54,0.00
3.53,0.00
1.79,108.71
1.21,0.00
4.64,0.00
13.74,0.00
17.13,0.00
14.10,0.00
12.47,77.65
12.85,0.00
11.94,124.24
12.84,108.71
19.32,0.00
14.95,0.00
19.20,0.00
29.15,0.00
50.94,0.00
85.27,0.00
14.53,0.00
5.79,62.12
6.86,0.00
4.56,0.00
0.73,0.00
39.76,0.00
15.19,0.00
16.34,0.00
20.08,0.00
22.29,0.00
24.46,0.00
26.84,0.00
22.83,0.00
19.14,0.00
23.23,0.00
1.99,46.59
0.28,0.00
1.40,0.00
4.26,0.00
8.58,0.00
15.32,108.71
21.68,0.00
26.72,0.00
31.28,0.00
19.94,62.12
4.22,0.00
0.77,93.18
0.20,0.00
0.10,0.00
0.11,0.00
0.13,0.00
0.11,0.00
0.10,0.00
0.31,0.00
0.36,0.00
0.30,0.00
0.07,0.00
0.08,0.00
0.12,0.00
3.32,0.00
2.47,0.00
1.53,0.00
0.15,0.00
0.19,0.00
0.27,0.00
0.36,0.00
0.40,0.00
0.43,0.00
0.44,0.00
0.42,0.00
0.34,0.00
0.66,0.00
2.93,0.00
1.57,0.00
0.15,0.00
0.20,0.00
0.28,0.00
0.39,0.00
0.44,0.00
0.46,0.00
0.48,0.00
0.45,0.00
0.36,0.00
1.77,0.00
3.07,0.00
0.33,0.00
0.15,0.00
0.20,0.00
0.29,0.00
0.40,0.00
0.46,0.00
0.49,0.00
0.51,0.00
0.46,0.00
0.36,0.00
2.54,0.00
2.91,0.00
0.14,0.00
0.15,0.00
0.21,0.00
0.28,0.00
0.40,0.00
0.45,0.00
0.50,0.00
0.50,0.00
0.45,0.00
0.32,0.00
2.72,0.00
2.17,0.00
0.12,0.00
0.14,0.00
0.22,0.00
0.30,0.00
0.35,0.00
0.44,0.00
0.48,0.00
0.41,0.00
0.36,0.00
0.28,0.00
1.41,0.00
0.13,0.00
0.11,0.00
0.14,0.00
0.24,0.00
0.34,0.00
0.36,0.00
0.38,0.00
0.37,0.00
0.32,0.00
0.18,0.00
0.25,0.00
0.27,0.00
0.10,0.00
0.12,0.00
0.22,0.00
0.42,0.00
0.62,0.00
0.56,0.00
0.67,0.00
0.64,0.00
0.29,0.00
0.88,0.00
0.28,62.12
0.37,0.00
0.39,0.00
0.13,0.00
0.15,0.00
0.33,0.00
0.43,0.00
0.45,0.00
0.20,0.00
0.10,0.00
4.04,0.00
72.44,0.00
48.02,0.00
162.72,201.90
204.18,124.24
227.29,341.67
211.66,201.90
198.11,450.39
184.02,155.31
177.17,0.00
189.02,93.18
157.61,341.67
159.43,201.90
174.51,77.65
0.86,0.00
0.20,0.00
0.13,0.00
0.22,0.00
0.09,0.00
0.06,0.00
0.11,0.00
0.05,0.00
0.10,0.00
0.09,0.00
0.23,0.00
0.53,0.00
2.19,0.00
1.56,0.00
2.67,0.00
1.52,0.00
1.35,0.00
4.66,0.00
0.80,0.00
29.10,0.00
0.94,0.00
4.67,0.00
11.40,0.00
3.14,0.00
1.34,0.00
1.84,0.00
1.48,0.00
0.14,0.00
0.15,0.00
0.34,0.00
2.12,0.00
0.65,0.00
1.61,0.00
6.79,0.00
31.76,0.00
6.89,0.00
1.25,0.00
0.36,0.00
4.21,0.00
0.63,0.00
0.91,0.00
3.37,0.00
1.36,0.00
0.68,0.00
1.35,0.00
0.24,0.00
0.93,0.00
50.15,0.00
86.05,0.00
47.57,0.00
62.99,0.00
65.27,0.00
53.45,201.90
40.52,0.00
38.81,77.65
19.28,0.00
13.22,0.00
47.74,0.00
63.39,0.00
1.38,108.71
1.21,232.96
14.53,0.00
53.84,0.00
29.45,0.00
19.99,0.00
14.05,0.00
127.13,0.00
34.03,0.00
0.41,0.00
0.12,0.00
0.25,0.00
0.12,0.00
0.09,0.00
4.62,0.00
2.70,0.00
2.57,0.00
2.73,0.00
2.61,0.00
1.93,0.00
3.02,0.00
0.51,0.00
0.27,0.00
0.30,0.00
0.14,0.00
0.24,0.00
1.17,108.71
2.36,0.00
3.97,0.00
3.17,0.00
1.53,0.00
0.36,0.00
0.31,0.00
0.15,0.00
0.12,0.00
0.12,0.00
0.42,0.00
0.53,0.00
0.14,0.00
0.38,0.00
0.87,0.00
1.08,0.00
1.02,0.00
1.13,0.00
0.68,0.00
0.57,0.00
0.24,0.00
0.13,0.00
0.10,0.00
0.11,0.00
0.14,0.00
0.25,0.00
0.33,0.00
0.41,0.00
0.48,0.00
0.62,0.00
0.54,0.00
0.42,0.00
0.13,0.00
0.09,0.00
0.31,0.00
0.42,0.00
0.53,0.00
0.62,0.00
4.15,0.00
7.93,0.00
8.09,0.00
6.11,0.00
5.29,108.71
2.14,0.00
0.77,0.00
10.41,0.00
24.58,0.00
14.86,0.00
15.09,0.00
19.44,0.00
20.08,0.00
25.28,0.00
24.23,0.00
15.77,0.00
0.12,0.00
11.03,0.00
13.54,0.00
18.03,0.00
17.16,0.00
18.02,0.00
20.10,0.00
20.88,0.00
22.15,0.00
20.83,0.00
19.55,0.00
18.04,0.00
15.66,77.65
11.65,0.00
13.76,0.00
20.13,0.00
22.63,0.00
17.25,0.00
7.05,0.00
0.28,0.00
0.11,108.71
0.56,0.00
