# #pres-data,#real-data
22.37,0.00
12.88,0.00
3.81,0.00
1.07,0.00
0.74,0.00
0.59,94.33
0.58,0.00
0.53,0.00
0.74,0.00
0.96,94.33
1.34,0.00
1.33,0.00
0.78,0.00
0.61,0.00
3.15,0.00
2.83,0.00
1.67,0.00
3.00,0.00
3.63,0.00
9.70,0.00
12.47,0.00
11.67,0.00
21.46,0.00
19.30,0.00
5.37,0.00
1.33,0.00
0.37,0.00
0.35,0.00
0.55,0.00
0.18,0.00
0.09,0.00
1.24,0.00
8.88,0.00
9.83,0.00
14.20,0.00
6.31,0.00
1.79,0.00
0.58,0.00
0.57,0.00
0.03,0.00
0.09,0.00
0.05,0.00
0.15,0.00
0.04,0.00
0.03,0.00
0.70,0.00
0.60,0.00
1.34,0.00
1.01,0.00
0.44,0.00
0.14,0.00
0.09,0.00
0.07,0.00
0.16,0.00
0.20,0.00
0.35,0.00
0.31,0.00
0.23,0.00
0.88,0.00
1.24,0.00
0.93,0.00
0.42,0.00
0.21,0.00
0.15,0.00
0.13,0.00
0.14,0.00
0.22,0.00
0.37,0.00
0.32,0.00
0.37,0.00
0.92,0.00
1.19,0.00
0.87,0.00
0.36,0.00
0.18,0.00
0.13,0.00
0.14,0.00
0.17,0.00
0.24,0.00
0.39,0.00
0.30,0.00
0.37,0.00
0.96,0.00
1.11,0.00
0.78,0.00
0.32,0.00
0.16,0.00
0.13,0.00
0.15,0.00
0.18,0.00
0.25,0.00
0.38,0.00
0.30,0.00
0.43,0.00
1.05,0.00
1.01,0.00
0.68,0.00
0.29,0.00
0.15,0.00
0.14,0.00
0.14,0.00
0.17,0.00
0.27,0.00
0.31,0.00
0.29,0.00
0.48,0.00
1.01,0.00
0.94,0.00
1.09,0.00
0.77,0.00
0.33,0.00
0.28,0.00
0.27,0.00
0.31,0.00
0.50,0.00
0.45,0.00
0.24,0.00
0.33,0.00
1.06,0.00
3.22,0.00
108.46,0.00
139.35,0.00
29.00,0.00
1.93,94.33
4.66,94.33
68.78,188.67
151.60,0.00
184.48,94.33
206.84,94.33
206.34,0.00
199.94,94.33
199.63,94.33
177.21,0.00
49.93,0.00
9.16,94.33
105.93,0.00
34.74,0.00
10.05,94.33
5.13,94.33
22.57,0.00
61.84,0.00
61.02,0.00
47.19,0.00
34.78,0.00
19.46,94.33
2.28,0.00
0.66,0.00
0.71,0.00
0.61,0.00
0.53,0.00
0.55,0.00
0.49,0.00
0.72,0.00
0.80,0.00
0.95,0.00
0.57,0.00
0.42,0.00
0.36,0.00
0.41,0.00
0.79,0.00
0.83,0.00
0.45,0.00
0.71,0.00
0.35,0.00
1.08,94.33
3.31,0.00
0.59,0.00
0.46,0.00
0.37,0.00
0.28,0.00
0.40,0.00
0.95,0.00
0.07,0.00
0.28,0.00
0.45,0.00
0.30,0.00
0.06,0.00
0.05,0.00
0.50,0.00
22.66,0.00
66.65,0.00
31.05,0.00
1.09,0.00
20.82,0.00
1.08,0.00
0.93,94.33
21.44,188.67
16.55,94.33
11.04,94.33
11.26,94.33
17.18,0.00
19.07,0.00
19.47,94.33
16.51,283.00
12.35,0.00
6.69,0.00
2.38,0.00
2.06,0.00
1.93,0.00
5.78,94.33
7.01,0.00
6.47,0.00
4.53,0.00
5.13,0.00
3.56,0.00
3.42,0.00
9.31,0.00
44.65,0.00
43.81,0.00
29.63,0.00
13.21,0.00
0.59,0.00
0.18,0.00
23.14,0.00
18.02,94.33
19.00,0.00
18.41,0.00
11.24,0.00
3.85,0.00
4.12,0.00
6.53,0.00
10.23,0.00
2.64,0.00
7.81,0.00
5.37,0.00
4.48,0.00
4.73,0.00
5.14,0.00
4.57,0.00
4.50,0.00
0.13,0.00
0.16,0.00
0.31,0.00
0.15,0.00
10.15,0.00
13.89,0.00
0.18,0.00
1.63,0.00
6.27,0.00
5.67,0.00
3.30,0.00
1.48,0.00
7.52,0.00
2.44,0.00
0.31,0.00
0.64,0.00
0.46,0.00
0.32,0.00
6.64,0.00
6.48,0.00
7.26,0.00
9.15,0.00
13.53,0.00
15.33,0.00
12.75,0.00
10.46,0.00
10.27,94.33
12.09,0.00
13.84,0.00
13.03,94.33
17.67,94.33
16.96,0.00
16.39,0.00
19.27,94.33
22.28,0.00
18.75,0.00
12.82,0.00
11.40,94.33
19.31,94.33
17.70,0.00
13.35,0.00
12.01,0.00
14.06,94.33
19.55,0.00
29.95,0.00
28.74,0.00
21.73,0.00
14.60,0.00
6.89,0.00
2.56,0.00
9.27,0.00
78.86,0.00
66.93,0.00
30.55,0.00
13.30,94.33
13.44,94.33
28.26,0.00
24.98,0.00
21.19,94.33
25.93,0.00
17.93,0.00
12.95,0.00
8.56,0.00
6.42,0.00
7.26,0.00
10.91,0.00
13.47,0.00
15.10,0.00
17.18,94.33
18.74,0.00
16.71,188.67
20.40,0.00
19.26,0.00
14.89,0.00
14.82,0.00
19.74,0.00
22.36,0.00
20.69,0.00
7.61,0.00
4.00,0.00
4.10,0.00
0.24,0.00
0.80,0.00
0.83,0.00
0.25,0.00
0.23,0.00
0.11,0.00
0.61,0.00
1.13,0.00
0.47,0.00
1.12,0.00
0.60,0.00
1.07,0.00
0.96,0.00
0.45,0.00
0.20,0.00
0.05,0.00
0.08,0.00
0.09,0.00
0.39,0.00
0.20,0.00
0.16,0.00
0.29,0.00
1.37,0.00
0.83,0.00
0.75,0.00
0.22,0.00
0.11,0.00
0.04,0.00
0.05,0.00
0.07,0.00
0.21,0.00
0.21,0.00
0.24,0.00
0.34,0.00
0.94,0.00
2.24,0.00
0.65,0.00
0.33,0.00
0.15,0.00
0.11,0.00
0.14,0.00
0.27,0.00
0.43,0.00
0.54,0.00
0.39,0.00
0.52,0.00
1.22,0.00
1.25,0.00
0.92,0.00
0.34,0.00
0.14,0.00
0.12,0.00
0.17,0.00
0.28,0.00
0.42,0.00
0.51,0.00
0.41,0.00
0.62,0.00
1.27,0.00
1.11,0.00
0.75,0.00
0.30,0.00
0.15,0.00
0.15,0.00
0.16,0.00
0.22,0.00
0.34,0.00
0.40,0.00
0.39,0.00
0.61,0.00
1.02,0.00
0.98,0.00
1.34,0.00
0.97,0.00
0.34,0.00
0.27,0.00
0.29,0.00
0.33,0.00
0.56,0.00
0.56,0.00
0.32,0.00
0.40,0.00
1.34,0.00
4.80,0.00
105.48,0.00
141.78,0.00
34.18,0.00
2.42,0.00
1.45,0.00
4.61,0.00
149.69,0.00
166.33,0.00
56.66,0.00
4.21,0.00
6.25,0.00
43.68,0.00
152.50,0.00
167.64,0.00
100.74,0.00
17.14,0.00
11.73,283.00
131.40,188.67
139.79,283.00
110.03,283.00
182.59,283.00
180.26,188.67
149.81,188.67
121.19,283.00
143.00,188.67
181.46,94.33
190.93,94.33
167.97,188.67
1.27,0.00
1.57,0.00
3.36,0.00
3.70,0.00
6.42,0.00
10.62,0.00
11.57,0.00
8.68,0.00
9.03,0.00
6.86,0.00
8.53,0.00
8.70,0.00
10.19,0.00
11.98,0.00
9.81,0.00
8.71,0.00
9.06,0.00
11.05,0.00
10.02,0.00
7.17,0.00
8.99,0.00
10.78,0.00
10.07,0.00
14.61,0.00
13.85,0.00
12.06,0.00
4.23,0.00
3.38,94.33
2.39,0.00
1.19,0.00
5.07,0.00
9.85,0.00
6.63,0.00
3.62,0.00
1.43,0.00
0.55,0.00
0.18,0.00
0.13,0.00
0.19,0.00
0.42,0.00
10.42,0.00
13.52,0.00
13.05,188.67
3.56,0.00
1.19,0.00
2.58,0.00
4.36,0.00
10.16,0.00
10.50,0.00
11.68,0.00
12.33,283.00
12.89,94.33
6.99,94.33
11.75,188.67
11.46,94.33
12.65,0.00
18.21,94.33
27.32,0.00
38.47,0.00
35.82,0.00
26.05,94.33
8.25,0.00
21.83,0.00
17.04,0.00
12.62,0.00
30.89,0.00
39.35,0.00
40.57,0.00
20.88,0.00
9.77,0.00
7.17,0.00
8.58,0.00
2.52,0.00
1.30,0.00
1.79,0.00
1.63,0.00
4.46,0.00
18.45,0.00
20.20,0.00
19.16,0.00
24.82,0.00
22.85,0.00
7.73,0.00
6.05,0.00
2.11,0.00
0.60,0.00
5.01,0.00
2.20,0.00
4.13,0.00
1.94,0.00
5.11,0.00
2.73,0.00
2.24,0.00
0.77,0.00
0.41,0.00
0.35,0.00
0.40,0.00
2.02,0.00
0.32,94.33
0.23,0.00
0.35,0.00
0.90,0.00
4.12,0.00
3.01,0.00
1.20,0.00
4.28,0.00
2.67,0.00
0.73,0.00
0.75,0.00
6.12,0.00
6.41,0.00
4.69,0.00
5.40,0.00
6.46,0.00
7.40,0.00
9.11,0.00
13.32,94.33
20.62,0.00
14.74,0.00
12.64,0.00
22.16,0.00
41.83,0.00
51.87,0.00
45.82,0.00
33.26,94.33
27.31,0.00
24.37,0.00
25.24,0.00
26.42,94.33
26.51,0.00
21.69,94.33
18.76,0.00
19.75,0.00
25.61,94.33
28.87,0.00
37.75,94.33
39.02,0.00
53.57,0.00
65.75,0.00
62.64,0.00
50.83,0.00
39.50,0.00
25.67,0.00
8.69,0.00
1.38,0.00
1.05,0.00
9.70,0.00
74.15,0.00
41.41,0.00
22.39,94.33
16.04,94.33
17.88,0.00
21.92,94.33
21.44,94.33
16.42,0.00
11.34,0.00
7.84,94.33
11.66,94.33
22.95,0.00
25.21,0.00
27.46,0.00
27.42,0.00
